Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving 
30-01-2026;12:30:00;30-01-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:45:00;30-01-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,308;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:45:00;30-01-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:00:00;30-01-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,182;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:00:00;30-01-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,128;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:15:00;30-01-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,037;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:15:00;30-01-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,210;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:30:00;30-01-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,010;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:30:00;30-01-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,163;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:45:00;30-01-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,026;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;13:45:00;30-01-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,097;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:00:00;30-01-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,063;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:00:00;30-01-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,089;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:15:00;30-01-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:15:00;30-01-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,115;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:30:00;30-01-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,040;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:30:00;30-01-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,065;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:45:00;30-01-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,041;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;14:45:00;30-01-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,066;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:00:00;30-01-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,032;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:00:00;30-01-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,045;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:15:00;30-01-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,072;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:15:00;30-01-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,036;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:30:00;30-01-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,096;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:30:00;30-01-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,014;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:45:00;30-01-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,150;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;15:45:00;30-01-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:00:00;30-01-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,169;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:00:00;30-01-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:15:00;30-01-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,170;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:15:00;30-01-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:30:00;30-01-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,178;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:30:00;30-01-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:45:00;30-01-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,154;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;16:45:00;30-01-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:00:00;30-01-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,194;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:00:00;30-01-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:15:00;30-01-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,170;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:15:00;30-01-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:30:00;30-01-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,181;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:30:00;30-01-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:45:00;30-01-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,279;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;17:45:00;30-01-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:00:00;30-01-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,638;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:00:00;30-01-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:15:00;30-01-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,332;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:15:00;30-01-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:30:00;30-01-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,312;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:30:00;30-01-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:45:00;30-01-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,329;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;18:45:00;30-01-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:00:00;30-01-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,305;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:00:00;30-01-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:15:00;30-01-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,330;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:15:00;30-01-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:30:00;30-01-2026;19:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,224;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:30:00;30-01-2026;19:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:45:00;30-01-2026;20:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,394;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;19:45:00;30-01-2026;20:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:00:00;30-01-2026;20:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,298;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:00:00;30-01-2026;20:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:15:00;30-01-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,270;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:15:00;30-01-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:30:00;30-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,261;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:30:00;30-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:45:00;30-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,221;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;20:45:00;30-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:00:00;30-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,290;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:00:00;30-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:15:00;30-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,194;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:15:00;30-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:30:00;30-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,224;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:30:00;30-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:45:00;30-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,191;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;21:45:00;30-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:00:00;30-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,273;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:00:00;30-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:15:00;30-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,311;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:15:00;30-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:30:00;30-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,323;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:30:00;30-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:45:00;30-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,219;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;22:45:00;30-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:00:00;30-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,206;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:00:00;30-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:15:00;30-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,166;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:15:00;30-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:30:00;30-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,203;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:30:00;30-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:45:00;31-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,159;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;23:45:00;31-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:00:00;31-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,179;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:00:00;31-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:15:00;31-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,176;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:15:00;31-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:30:00;31-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,151;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:30:00;31-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:45:00;31-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,339;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;00:45:00;31-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:00:00;31-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,215;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:00:00;31-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:15:00;31-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,160;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:15:00;31-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:30:00;31-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,168;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:30:00;31-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:45:00;31-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,161;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;01:45:00;31-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:00:00;31-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,257;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:00:00;31-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:15:00;31-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,182;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:15:00;31-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:30:00;31-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,170;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:30:00;31-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:45:00;31-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,221;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;02:45:00;31-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:00:00;31-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,220;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:00:00;31-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:15:00;31-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,182;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:15:00;31-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:30:00;31-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,232;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:30:00;31-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:45:00;31-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,236;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;03:45:00;31-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:00:00;31-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,146;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:00:00;31-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:15:00;31-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,250;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:15:00;31-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:30:00;31-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,195;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:30:00;31-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:45:00;31-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,174;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;04:45:00;31-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:00:00;31-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,265;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:00:00;31-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:15:00;31-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,142;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:15:00;31-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:30:00;31-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,253;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:30:00;31-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:45:00;31-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,188;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;05:45:00;31-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:00:00;31-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,237;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:00:00;31-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:15:00;31-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,206;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:15:00;31-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:30:00;31-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,260;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:30:00;31-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:45:00;31-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,184;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;06:45:00;31-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:00:00;31-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,254;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:00:00;31-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:15:00;31-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,211;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:15:00;31-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:30:00;31-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,336;kWh;Uitgelezen;Hoofdverblijf
31-01-2026;07:30:00;31-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
