Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving 
16-02-2026;23:00:00;16-02-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,233;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:00:00;16-02-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:15:00;16-02-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,286;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:15:00;16-02-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:30:00;16-02-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,309;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:30:00;16-02-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:45:00;17-02-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,183;kWh;Uitgelezen;Hoofdverblijf
16-02-2026;23:45:00;17-02-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:00:00;17-02-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,223;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:00:00;17-02-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:15:00;17-02-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,163;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:15:00;17-02-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:30:00;17-02-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,326;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:30:00;17-02-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:45:00;17-02-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,322;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;00:45:00;17-02-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:00:00;17-02-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,201;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:00:00;17-02-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:15:00;17-02-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,158;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:15:00;17-02-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:30:00;17-02-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,286;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:30:00;17-02-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:45:00;17-02-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,144;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;01:45:00;17-02-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:00:00;17-02-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,195;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:00:00;17-02-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:15:00;17-02-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,359;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:15:00;17-02-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:30:00;17-02-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,171;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:30:00;17-02-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:45:00;17-02-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,164;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;02:45:00;17-02-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:00:00;17-02-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,254;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:00:00;17-02-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:15:00;17-02-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,276;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:15:00;17-02-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:30:00;17-02-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,197;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:30:00;17-02-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:45:00;17-02-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,168;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;03:45:00;17-02-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:00:00;17-02-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,308;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:00:00;17-02-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:15:00;17-02-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,248;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:15:00;17-02-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:30:00;17-02-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,195;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:30:00;17-02-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:45:00;17-02-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,269;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;04:45:00;17-02-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:00:00;17-02-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,253;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:00:00;17-02-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:15:00;17-02-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,186;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:15:00;17-02-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:30:00;17-02-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,402;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:30:00;17-02-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:45:00;17-02-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,146;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;05:45:00;17-02-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:00:00;17-02-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,312;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:00:00;17-02-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:15:00;17-02-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,220;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:15:00;17-02-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:30:00;17-02-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,156;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:30:00;17-02-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:45:00;17-02-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,350;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;06:45:00;17-02-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:00:00;17-02-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,218;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:00:00;17-02-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:15:00;17-02-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,593;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:15:00;17-02-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:30:00;17-02-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,360;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:30:00;17-02-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:45:00;17-02-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,262;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;07:45:00;17-02-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:00:00;17-02-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,279;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:00:00;17-02-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:15:00;17-02-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,223;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:15:00;17-02-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:30:00;17-02-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,261;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:30:00;17-02-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:45:00;17-02-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,218;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;08:45:00;17-02-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:00:00;17-02-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,308;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:00:00;17-02-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:15:00;17-02-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,182;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:15:00;17-02-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:30:00;17-02-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,251;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:30:00;17-02-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:45:00;17-02-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,225;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;09:45:00;17-02-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:00:00;17-02-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,216;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:00:00;17-02-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:15:00;17-02-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,245;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:15:00;17-02-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:30:00;17-02-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,211;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:30:00;17-02-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:45:00;17-02-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,121;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;10:45:00;17-02-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,022;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:00:00;17-02-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,233;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:00:00;17-02-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,007;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:15:00;17-02-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,538;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:15:00;17-02-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,019;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:30:00;17-02-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,275;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:30:00;17-02-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,102;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:45:00;17-02-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,051;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;11:45:00;17-02-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,258;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:00:00;17-02-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,219;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:00:00;17-02-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,131;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:15:00;17-02-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,230;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:15:00;17-02-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,037;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:30:00;17-02-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,164;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:30:00;17-02-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,126;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:45:00;17-02-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,017;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;12:45:00;17-02-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,697;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:00:00;17-02-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,066;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:00:00;17-02-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,061;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:15:00;17-02-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,088;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:15:00;17-02-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,055;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:30:00;17-02-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,025;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:30:00;17-02-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,337;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:45:00;17-02-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,152;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;13:45:00;17-02-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,049;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:00:00;17-02-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,147;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:00:00;17-02-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,106;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:15:00;17-02-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,029;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:15:00;17-02-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,220;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:30:00;17-02-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,067;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:30:00;17-02-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,108;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:45:00;17-02-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,082;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;14:45:00;17-02-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,051;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:00:00;17-02-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,177;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:00:00;17-02-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,021;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:15:00;17-02-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,093;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:15:00;17-02-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,156;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:30:00;17-02-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:30:00;17-02-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,133;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:45:00;17-02-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;15:45:00;17-02-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,098;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:00:00;17-02-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,047;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:00:00;17-02-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,065;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:15:00;17-02-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,157;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:15:00;17-02-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:30:00;17-02-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,116;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:30:00;17-02-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:45:00;17-02-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,123;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;16:45:00;17-02-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:00:00;17-02-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,138;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:00:00;17-02-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:15:00;17-02-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,218;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:15:00;17-02-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:30:00;17-02-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,187;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:30:00;17-02-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:45:00;17-02-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,197;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;17:45:00;17-02-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:00:00;17-02-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,317;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:00:00;17-02-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:15:00;17-02-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,450;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:15:00;17-02-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:30:00;17-02-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,318;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:30:00;17-02-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:45:00;17-02-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,326;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;18:45:00;17-02-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;19:00:00;17-02-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,315;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;19:00:00;17-02-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;19:15:00;17-02-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,284;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;19:15:00;17-02-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
17-02-2026;19:30:00;17-02-2026;19:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,308;kWh;Uitgelezen;Hoofdverblijf
