Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);Metertype;Register;Volume;Eenheid;Validatiestatus
12/07/2025;09:00:00;12/07/2025;09:15:00;Digitale meter;Injectie Nacht;0,096;kWh;Uitgelezen
12/07/2025;09:15:00;12/07/2025;09:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;09:15:00;12/07/2025;09:30:00;Digitale meter;Injectie Nacht;0,07;kWh;Uitgelezen
12/07/2025;09:30:00;12/07/2025;09:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;09:30:00;12/07/2025;09:45:00;Digitale meter;Injectie Nacht;0,12;kWh;Uitgelezen
12/07/2025;09:45:00;12/07/2025;10:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;09:45:00;12/07/2025;10:00:00;Digitale meter;Injectie Nacht;0,12;kWh;Uitgelezen
12/07/2025;10:00:00;12/07/2025;10:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;10:00:00;12/07/2025;10:15:00;Digitale meter;Injectie Nacht;0,183;kWh;Uitgelezen
12/07/2025;10:15:00;12/07/2025;10:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;10:15:00;12/07/2025;10:30:00;Digitale meter;Injectie Nacht;0,301;kWh;Uitgelezen
12/07/2025;10:30:00;12/07/2025;10:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;10:30:00;12/07/2025;10:45:00;Digitale meter;Injectie Nacht;0,275;kWh;Uitgelezen
12/07/2025;10:45:00;12/07/2025;11:00:00;Digitale meter;Afname Nacht;0,035;kWh;Uitgelezen
12/07/2025;10:45:00;12/07/2025;11:00:00;Digitale meter;Injectie Nacht;0,321;kWh;Uitgelezen
12/07/2025;11:00:00;12/07/2025;11:15:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
12/07/2025;11:00:00;12/07/2025;11:15:00;Digitale meter;Injectie Nacht;0,186;kWh;Uitgelezen
12/07/2025;11:15:00;12/07/2025;11:30:00;Digitale meter;Afname Nacht;0,004;kWh;Uitgelezen
12/07/2025;11:15:00;12/07/2025;11:30:00;Digitale meter;Injectie Nacht;0,225;kWh;Uitgelezen
12/07/2025;11:30:00;12/07/2025;11:45:00;Digitale meter;Afname Nacht;0,156;kWh;Uitgelezen
12/07/2025;11:30:00;12/07/2025;11:45:00;Digitale meter;Injectie Nacht;0,08;kWh;Uitgelezen
12/07/2025;11:45:00;12/07/2025;12:00:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
12/07/2025;11:45:00;12/07/2025;12:00:00;Digitale meter;Injectie Nacht;0,232;kWh;Uitgelezen
12/07/2025;12:00:00;12/07/2025;12:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;12:00:00;12/07/2025;12:15:00;Digitale meter;Injectie Nacht;0,299;kWh;Uitgelezen
12/07/2025;12:15:00;12/07/2025;12:30:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
12/07/2025;12:15:00;12/07/2025;12:30:00;Digitale meter;Injectie Nacht;0,342;kWh;Uitgelezen
12/07/2025;12:30:00;12/07/2025;12:45:00;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen
12/07/2025;12:30:00;12/07/2025;12:45:00;Digitale meter;Injectie Nacht;0,174;kWh;Uitgelezen
12/07/2025;12:45:00;12/07/2025;13:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;12:45:00;12/07/2025;13:00:00;Digitale meter;Injectie Nacht;0,468;kWh;Uitgelezen
12/07/2025;13:00:00;12/07/2025;13:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;13:00:00;12/07/2025;13:15:00;Digitale meter;Injectie Nacht;0,479;kWh;Uitgelezen
12/07/2025;13:15:00;12/07/2025;13:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;13:15:00;12/07/2025;13:30:00;Digitale meter;Injectie Nacht;0,512;kWh;Uitgelezen
12/07/2025;13:30:00;12/07/2025;13:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;13:30:00;12/07/2025;13:45:00;Digitale meter;Injectie Nacht;0,485;kWh;Uitgelezen
12/07/2025;13:45:00;12/07/2025;14:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;13:45:00;12/07/2025;14:00:00;Digitale meter;Injectie Nacht;0,497;kWh;Uitgelezen
12/07/2025;14:00:00;12/07/2025;14:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;14:00:00;12/07/2025;14:15:00;Digitale meter;Injectie Nacht;0,525;kWh;Uitgelezen
12/07/2025;14:15:00;12/07/2025;14:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;14:15:00;12/07/2025;14:30:00;Digitale meter;Injectie Nacht;0,488;kWh;Uitgelezen
12/07/2025;14:30:00;12/07/2025;14:45:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
12/07/2025;14:30:00;12/07/2025;14:45:00;Digitale meter;Injectie Nacht;0,468;kWh;Uitgelezen
12/07/2025;14:45:00;12/07/2025;15:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;14:45:00;12/07/2025;15:00:00;Digitale meter;Injectie Nacht;0,51;kWh;Uitgelezen
12/07/2025;15:00:00;12/07/2025;15:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;15:00:00;12/07/2025;15:15:00;Digitale meter;Injectie Nacht;0,495;kWh;Uitgelezen
12/07/2025;15:15:00;12/07/2025;15:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;15:15:00;12/07/2025;15:30:00;Digitale meter;Injectie Nacht;0,516;kWh;Uitgelezen
12/07/2025;15:30:00;12/07/2025;15:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;15:30:00;12/07/2025;15:45:00;Digitale meter;Injectie Nacht;0,432;kWh;Uitgelezen
12/07/2025;15:45:00;12/07/2025;16:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;15:45:00;12/07/2025;16:00:00;Digitale meter;Injectie Nacht;0,442;kWh;Uitgelezen
12/07/2025;16:00:00;12/07/2025;16:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;16:00:00;12/07/2025;16:15:00;Digitale meter;Injectie Nacht;0,372;kWh;Uitgelezen
12/07/2025;16:15:00;12/07/2025;16:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;16:15:00;12/07/2025;16:30:00;Digitale meter;Injectie Nacht;0,366;kWh;Uitgelezen
12/07/2025;16:30:00;12/07/2025;16:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;16:30:00;12/07/2025;16:45:00;Digitale meter;Injectie Nacht;0,352;kWh;Uitgelezen
12/07/2025;16:45:00;12/07/2025;17:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;16:45:00;12/07/2025;17:00:00;Digitale meter;Injectie Nacht;0,384;kWh;Uitgelezen
12/07/2025;17:00:00;12/07/2025;17:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;17:00:00;12/07/2025;17:15:00;Digitale meter;Injectie Nacht;0,431;kWh;Uitgelezen
12/07/2025;17:15:00;12/07/2025;17:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;17:15:00;12/07/2025;17:30:00;Digitale meter;Injectie Nacht;0,381;kWh;Uitgelezen
12/07/2025;17:30:00;12/07/2025;17:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;17:30:00;12/07/2025;17:45:00;Digitale meter;Injectie Nacht;0,371;kWh;Uitgelezen
12/07/2025;17:45:00;12/07/2025;18:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;17:45:00;12/07/2025;18:00:00;Digitale meter;Injectie Nacht;0,325;kWh;Uitgelezen
12/07/2025;18:00:00;12/07/2025;18:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;18:00:00;12/07/2025;18:15:00;Digitale meter;Injectie Nacht;0,316;kWh;Uitgelezen
12/07/2025;18:15:00;12/07/2025;18:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;18:15:00;12/07/2025;18:30:00;Digitale meter;Injectie Nacht;0,3;kWh;Uitgelezen
12/07/2025;18:30:00;12/07/2025;18:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;18:30:00;12/07/2025;18:45:00;Digitale meter;Injectie Nacht;0,245;kWh;Uitgelezen
12/07/2025;18:45:00;12/07/2025;19:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;18:45:00;12/07/2025;19:00:00;Digitale meter;Injectie Nacht;0,235;kWh;Uitgelezen
12/07/2025;19:00:00;12/07/2025;19:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;19:00:00;12/07/2025;19:15:00;Digitale meter;Injectie Nacht;0,173;kWh;Uitgelezen
12/07/2025;19:15:00;12/07/2025;19:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;19:15:00;12/07/2025;19:30:00;Digitale meter;Injectie Nacht;0,097;kWh;Uitgelezen
12/07/2025;19:30:00;12/07/2025;19:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
12/07/2025;19:30:00;12/07/2025;19:45:00;Digitale meter;Injectie Nacht;0,061;kWh;Uitgelezen
12/07/2025;19:45:00;12/07/2025;20:00:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
12/07/2025;19:45:00;12/07/2025;20:00:00;Digitale meter;Injectie Nacht;0,014;kWh;Uitgelezen
12/07/2025;20:00:00;12/07/2025;20:15:00;Digitale meter;Afname Nacht;0,006;kWh;Uitgelezen
12/07/2025;20:00:00;12/07/2025;20:15:00;Digitale meter;Injectie Nacht;0,002;kWh;Uitgelezen
12/07/2025;20:15:00;12/07/2025;20:30:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
12/07/2025;20:15:00;12/07/2025;20:30:00;Digitale meter;Injectie Nacht;0,001;kWh;Uitgelezen
12/07/2025;20:30:00;12/07/2025;20:45:00;Digitale meter;Afname Nacht;0,034;kWh;Uitgelezen
12/07/2025;20:30:00;12/07/2025;20:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;20:45:00;12/07/2025;21:00:00;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen
12/07/2025;20:45:00;12/07/2025;21:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;21:00:00;12/07/2025;21:15:00;Digitale meter;Afname Nacht;0,101;kWh;Uitgelezen
12/07/2025;21:00:00;12/07/2025;21:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;21:15:00;12/07/2025;21:30:00;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen
12/07/2025;21:15:00;12/07/2025;21:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;21:30:00;12/07/2025;21:45:00;Digitale meter;Afname Nacht;0,087;kWh;Uitgelezen
12/07/2025;21:30:00;12/07/2025;21:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;21:45:00;12/07/2025;22:00:00;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen
12/07/2025;21:45:00;12/07/2025;22:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;22:00:00;12/07/2025;22:15:00;Digitale meter;Afname Nacht;0,05;kWh;Uitgelezen
12/07/2025;22:00:00;12/07/2025;22:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;22:15:00;12/07/2025;22:30:00;Digitale meter;Afname Nacht;0,037;kWh;Uitgelezen
12/07/2025;22:15:00;12/07/2025;22:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;22:30:00;12/07/2025;22:45:00;Digitale meter;Afname Nacht;0,012;kWh;Uitgelezen
12/07/2025;22:30:00;12/07/2025;22:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;22:45:00;12/07/2025;23:00:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
12/07/2025;22:45:00;12/07/2025;23:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;23:00:00;12/07/2025;23:15:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
12/07/2025;23:00:00;12/07/2025;23:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;23:15:00;12/07/2025;23:30:00;Digitale meter;Afname Nacht;0,037;kWh;Uitgelezen
12/07/2025;23:15:00;12/07/2025;23:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;23:30:00;12/07/2025;23:45:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
12/07/2025;23:30:00;12/07/2025;23:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
12/07/2025;23:45:00;13/07/2025;00:00:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
12/07/2025;23:45:00;13/07/2025;00:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;00:00:00;13/07/2025;00:15:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
13/07/2025;00:00:00;13/07/2025;00:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;00:15:00;13/07/2025;00:30:00;Digitale meter;Afname Nacht;0,018;kWh;Uitgelezen
13/07/2025;00:15:00;13/07/2025;00:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;00:30:00;13/07/2025;00:45:00;Digitale meter;Afname Nacht;0,034;kWh;Uitgelezen
13/07/2025;00:30:00;13/07/2025;00:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;00:45:00;13/07/2025;01:00:00;Digitale meter;Afname Nacht;0,023;kWh;Uitgelezen
13/07/2025;00:45:00;13/07/2025;01:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;01:00:00;13/07/2025;01:15:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
13/07/2025;01:00:00;13/07/2025;01:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;01:15:00;13/07/2025;01:30:00;Digitale meter;Afname Nacht;0,041;kWh;Uitgelezen
13/07/2025;01:15:00;13/07/2025;01:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;01:30:00;13/07/2025;01:45:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
13/07/2025;01:30:00;13/07/2025;01:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;01:45:00;13/07/2025;02:00:00;Digitale meter;Afname Nacht;0,031;kWh;Uitgelezen
13/07/2025;01:45:00;13/07/2025;02:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;02:00:00;13/07/2025;02:15:00;Digitale meter;Afname Nacht;0,022;kWh;Uitgelezen
13/07/2025;02:00:00;13/07/2025;02:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;02:15:00;13/07/2025;02:30:00;Digitale meter;Afname Nacht;0,014;kWh;Uitgelezen
13/07/2025;02:15:00;13/07/2025;02:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;02:30:00;13/07/2025;02:45:00;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen
13/07/2025;02:30:00;13/07/2025;02:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;02:45:00;13/07/2025;03:00:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
13/07/2025;02:45:00;13/07/2025;03:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;03:00:00;13/07/2025;03:15:00;Digitale meter;Afname Nacht;0,032;kWh;Uitgelezen
13/07/2025;03:00:00;13/07/2025;03:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;03:15:00;13/07/2025;03:30:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
13/07/2025;03:15:00;13/07/2025;03:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;03:30:00;13/07/2025;03:45:00;Digitale meter;Afname Nacht;0,018;kWh;Uitgelezen
13/07/2025;03:30:00;13/07/2025;03:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;03:45:00;13/07/2025;04:00:00;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen
13/07/2025;03:45:00;13/07/2025;04:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;04:00:00;13/07/2025;04:15:00;Digitale meter;Afname Nacht;0,014;kWh;Uitgelezen
13/07/2025;04:00:00;13/07/2025;04:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;04:15:00;13/07/2025;04:30:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
13/07/2025;04:15:00;13/07/2025;04:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;04:30:00;13/07/2025;04:45:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
13/07/2025;04:30:00;13/07/2025;04:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;04:45:00;13/07/2025;05:00:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
13/07/2025;04:45:00;13/07/2025;05:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;05:00:00;13/07/2025;05:15:00;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen
13/07/2025;05:00:00;13/07/2025;05:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;05:15:00;13/07/2025;05:30:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
13/07/2025;05:15:00;13/07/2025;05:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;05:30:00;13/07/2025;05:45:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
13/07/2025;05:30:00;13/07/2025;05:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;05:45:00;13/07/2025;06:00:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
13/07/2025;05:45:00;13/07/2025;06:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;06:00:00;13/07/2025;06:15:00;Digitale meter;Afname Nacht;0,026;kWh;Uitgelezen
13/07/2025;06:00:00;13/07/2025;06:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;06:15:00;13/07/2025;06:30:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
13/07/2025;06:15:00;13/07/2025;06:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;06:30:00;13/07/2025;06:45:00;Digitale meter;Afname Nacht;0,002;kWh;Uitgelezen
13/07/2025;06:30:00;13/07/2025;06:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;06:45:00;13/07/2025;07:00:00;Digitale meter;Afname Nacht;0,125;kWh;Uitgelezen
13/07/2025;06:45:00;13/07/2025;07:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
13/07/2025;07:00:00;13/07/2025;07:15:00;Digitale meter;Afname Nacht;0,012;kWh;Uitgelezen
13/07/2025;07:00:00;13/07/2025;07:15:00;Digitale meter;Injectie Nacht;0,003;kWh;Uitgelezen
13/07/2025;07:15:00;13/07/2025;07:30:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
13/07/2025;07:15:00;13/07/2025;07:30:00;Digitale meter;Injectie Nacht;0,022;kWh;Uitgelezen
13/07/2025;07:30:00;13/07/2025;07:45:00;Digitale meter;Afname Nacht;0,002;kWh;Uitgelezen
13/07/2025;07:30:00;13/07/2025;07:45:00;Digitale meter;Injectie Nacht;0,005;kWh;Uitgelezen
13/07/2025;07:45:00;13/07/2025;08:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;07:45:00;13/07/2025;08:00:00;Digitale meter;Injectie Nacht;0,029;kWh;Uitgelezen
13/07/2025;08:00:00;13/07/2025;08:15:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
13/07/2025;08:00:00;13/07/2025;08:15:00;Digitale meter;Injectie Nacht;0,018;kWh;Uitgelezen
13/07/2025;08:15:00;13/07/2025;08:30:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
13/07/2025;08:15:00;13/07/2025;08:30:00;Digitale meter;Injectie Nacht;0,027;kWh;Uitgelezen
13/07/2025;08:30:00;13/07/2025;08:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;08:30:00;13/07/2025;08:45:00;Digitale meter;Injectie Nacht;0,051;kWh;Uitgelezen
13/07/2025;08:45:00;13/07/2025;09:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;08:45:00;13/07/2025;09:00:00;Digitale meter;Injectie Nacht;0,051;kWh;Uitgelezen
13/07/2025;09:00:00;13/07/2025;09:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;09:00:00;13/07/2025;09:15:00;Digitale meter;Injectie Nacht;0,081;kWh;Uitgelezen
13/07/2025;09:15:00;13/07/2025;09:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;09:15:00;13/07/2025;09:30:00;Digitale meter;Injectie Nacht;0,07;kWh;Uitgelezen
13/07/2025;09:30:00;13/07/2025;09:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;09:30:00;13/07/2025;09:45:00;Digitale meter;Injectie Nacht;0,095;kWh;Uitgelezen
13/07/2025;09:45:00;13/07/2025;10:00:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
13/07/2025;09:45:00;13/07/2025;10:00:00;Digitale meter;Injectie Nacht;0,097;kWh;Uitgelezen
13/07/2025;10:00:00;13/07/2025;10:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;10:00:00;13/07/2025;10:15:00;Digitale meter;Injectie Nacht;0,141;kWh;Uitgelezen
13/07/2025;10:15:00;13/07/2025;10:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;10:15:00;13/07/2025;10:30:00;Digitale meter;Injectie Nacht;0,267;kWh;Uitgelezen
13/07/2025;10:30:00;13/07/2025;10:45:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
13/07/2025;10:30:00;13/07/2025;10:45:00;Digitale meter;Injectie Nacht;0,151;kWh;Uitgelezen
13/07/2025;10:45:00;13/07/2025;11:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;10:45:00;13/07/2025;11:00:00;Digitale meter;Injectie Nacht;0,2;kWh;Uitgelezen
13/07/2025;11:00:00;13/07/2025;11:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;11:00:00;13/07/2025;11:15:00;Digitale meter;Injectie Nacht;0,169;kWh;Uitgelezen
13/07/2025;11:15:00;13/07/2025;11:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;11:15:00;13/07/2025;11:30:00;Digitale meter;Injectie Nacht;0,176;kWh;Uitgelezen
13/07/2025;11:30:00;13/07/2025;11:45:00;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen
13/07/2025;11:30:00;13/07/2025;11:45:00;Digitale meter;Injectie Nacht;0,123;kWh;Uitgelezen
13/07/2025;11:45:00;13/07/2025;12:00:00;Digitale meter;Afname Nacht;0,017;kWh;Uitgelezen
13/07/2025;11:45:00;13/07/2025;12:00:00;Digitale meter;Injectie Nacht;0,167;kWh;Uitgelezen
13/07/2025;12:00:00;13/07/2025;12:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;12:00:00;13/07/2025;12:15:00;Digitale meter;Injectie Nacht;0,348;kWh;Uitgelezen
13/07/2025;12:15:00;13/07/2025;12:30:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;12:15:00;13/07/2025;12:30:00;Digitale meter;Injectie Nacht;0,268;kWh;Uitgelezen
13/07/2025;12:30:00;13/07/2025;12:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;12:30:00;13/07/2025;12:45:00;Digitale meter;Injectie Nacht;0,264;kWh;Uitgelezen
13/07/2025;12:45:00;13/07/2025;13:00:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
13/07/2025;12:45:00;13/07/2025;13:00:00;Digitale meter;Injectie Nacht;0,361;kWh;Uitgelezen
13/07/2025;13:00:00;13/07/2025;13:15:00;Digitale meter;Afname Nacht;0,221;kWh;Uitgelezen
13/07/2025;13:00:00;13/07/2025;13:15:00;Digitale meter;Injectie Nacht;0,151;kWh;Uitgelezen
13/07/2025;13:15:00;13/07/2025;13:30:00;Digitale meter;Afname Nacht;0,114;kWh;Uitgelezen
13/07/2025;13:15:00;13/07/2025;13:30:00;Digitale meter;Injectie Nacht;0,238;kWh;Uitgelezen
13/07/2025;13:30:00;13/07/2025;13:45:00;Digitale meter;Afname Nacht;0,082;kWh;Uitgelezen
13/07/2025;13:30:00;13/07/2025;13:45:00;Digitale meter;Injectie Nacht;0,286;kWh;Uitgelezen
13/07/2025;13:45:00;13/07/2025;14:00:00;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen
13/07/2025;13:45:00;13/07/2025;14:00:00;Digitale meter;Injectie Nacht;0,289;kWh;Uitgelezen
13/07/2025;14:00:00;13/07/2025;14:15:00;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen
13/07/2025;14:00:00;13/07/2025;14:15:00;Digitale meter;Injectie Nacht;0,317;kWh;Uitgelezen
13/07/2025;14:15:00;13/07/2025;14:30:00;Digitale meter;Afname Nacht;0,002;kWh;Uitgelezen
13/07/2025;14:15:00;13/07/2025;14:30:00;Digitale meter;Injectie Nacht;0,472;kWh;Uitgelezen
13/07/2025;14:30:00;13/07/2025;14:45:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;14:30:00;13/07/2025;14:45:00;Digitale meter;Injectie Nacht;0,537;kWh;Uitgelezen
13/07/2025;14:45:00;13/07/2025;15:00:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;14:45:00;13/07/2025;15:00:00;Digitale meter;Injectie Nacht;0,519;kWh;Uitgelezen
13/07/2025;15:00:00;13/07/2025;15:15:00;Digitale meter;Afname Nacht;0;kWh;Uitgelezen
13/07/2025;15:00:00;13/07/2025;15:15:00;Digitale meter;Injectie Nacht;0,529;kWh;Uitgelezen
13/07/2025;15:15:00;13/07/2025;15:30:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
13/07/2025;15:15:00;13/07/2025;15:30:00;Digitale meter;Injectie Nacht;0,415;kWh;Uitgelezen
13/07/2025;15:30:00;13/07/2025;15:45:00;Digitale meter;Afname Nacht;0,022;kWh;Uitgelezen
13/07/2025;15:30:00;13/07/2025;15:45:00;Digitale meter;Injectie Nacht;0,225;kWh;Uitgelezen
