Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);Metertype;Register;Volume;Eenheid;Validatiestatus
25/08/2025;12:15:00;25/08/2025;12:30:00;Digitale meter;Afname Dag;0,034;kWh;Uitgelezen
25/08/2025;12:15:00;25/08/2025;12:30:00;Digitale meter;Injectie Dag;0,28;kWh;Uitgelezen
25/08/2025;12:30:00;25/08/2025;12:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;12:30:00;25/08/2025;12:45:00;Digitale meter;Injectie Dag;0,46;kWh;Uitgelezen
25/08/2025;12:45:00;25/08/2025;13:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;12:45:00;25/08/2025;13:00:00;Digitale meter;Injectie Dag;0,494;kWh;Uitgelezen
25/08/2025;13:00:00;25/08/2025;13:15:00;Digitale meter;Afname Dag;0,007;kWh;Uitgelezen
25/08/2025;13:00:00;25/08/2025;13:15:00;Digitale meter;Injectie Dag;0,117;kWh;Uitgelezen
25/08/2025;13:15:00;25/08/2025;13:30:00;Digitale meter;Afname Dag;0,005;kWh;Uitgelezen
25/08/2025;13:15:00;25/08/2025;13:30:00;Digitale meter;Injectie Dag;0,383;kWh;Uitgelezen
25/08/2025;13:30:00;25/08/2025;13:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;13:30:00;25/08/2025;13:45:00;Digitale meter;Injectie Dag;0,488;kWh;Uitgelezen
25/08/2025;13:45:00;25/08/2025;14:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;13:45:00;25/08/2025;14:00:00;Digitale meter;Injectie Dag;0,513;kWh;Uitgelezen
25/08/2025;14:00:00;25/08/2025;14:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;14:00:00;25/08/2025;14:15:00;Digitale meter;Injectie Dag;0,533;kWh;Uitgelezen
25/08/2025;14:15:00;25/08/2025;14:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;14:15:00;25/08/2025;14:30:00;Digitale meter;Injectie Dag;0,531;kWh;Uitgelezen
25/08/2025;14:30:00;25/08/2025;14:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;14:30:00;25/08/2025;14:45:00;Digitale meter;Injectie Dag;0,51;kWh;Uitgelezen
25/08/2025;14:45:00;25/08/2025;15:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;14:45:00;25/08/2025;15:00:00;Digitale meter;Injectie Dag;0,539;kWh;Uitgelezen
25/08/2025;15:00:00;25/08/2025;15:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;15:00:00;25/08/2025;15:15:00;Digitale meter;Injectie Dag;0,516;kWh;Uitgelezen
25/08/2025;15:15:00;25/08/2025;15:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;15:15:00;25/08/2025;15:30:00;Digitale meter;Injectie Dag;0,508;kWh;Uitgelezen
25/08/2025;15:30:00;25/08/2025;15:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;15:30:00;25/08/2025;15:45:00;Digitale meter;Injectie Dag;0,507;kWh;Uitgelezen
25/08/2025;15:45:00;25/08/2025;16:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;15:45:00;25/08/2025;16:00:00;Digitale meter;Injectie Dag;0,479;kWh;Uitgelezen
25/08/2025;16:00:00;25/08/2025;16:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;16:00:00;25/08/2025;16:15:00;Digitale meter;Injectie Dag;0,489;kWh;Uitgelezen
25/08/2025;16:15:00;25/08/2025;16:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;16:15:00;25/08/2025;16:30:00;Digitale meter;Injectie Dag;0,444;kWh;Uitgelezen
25/08/2025;16:30:00;25/08/2025;16:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;16:30:00;25/08/2025;16:45:00;Digitale meter;Injectie Dag;0,438;kWh;Uitgelezen
25/08/2025;16:45:00;25/08/2025;17:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;16:45:00;25/08/2025;17:00:00;Digitale meter;Injectie Dag;0,384;kWh;Uitgelezen
25/08/2025;17:00:00;25/08/2025;17:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;17:00:00;25/08/2025;17:15:00;Digitale meter;Injectie Dag;0,322;kWh;Uitgelezen
25/08/2025;17:15:00;25/08/2025;17:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;17:15:00;25/08/2025;17:30:00;Digitale meter;Injectie Dag;0,32;kWh;Uitgelezen
25/08/2025;17:30:00;25/08/2025;17:45:00;Digitale meter;Afname Dag;0,07;kWh;Uitgelezen
25/08/2025;17:30:00;25/08/2025;17:45:00;Digitale meter;Injectie Dag;0,143;kWh;Uitgelezen
25/08/2025;17:45:00;25/08/2025;18:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;17:45:00;25/08/2025;18:00:00;Digitale meter;Injectie Dag;0,322;kWh;Uitgelezen
25/08/2025;18:00:00;25/08/2025;18:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;18:00:00;25/08/2025;18:15:00;Digitale meter;Injectie Dag;0,31;kWh;Uitgelezen
25/08/2025;18:15:00;25/08/2025;18:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;18:15:00;25/08/2025;18:30:00;Digitale meter;Injectie Dag;0,229;kWh;Uitgelezen
25/08/2025;18:30:00;25/08/2025;18:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;18:30:00;25/08/2025;18:45:00;Digitale meter;Injectie Dag;0,157;kWh;Uitgelezen
25/08/2025;18:45:00;25/08/2025;19:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;18:45:00;25/08/2025;19:00:00;Digitale meter;Injectie Dag;0,128;kWh;Uitgelezen
25/08/2025;19:00:00;25/08/2025;19:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;19:00:00;25/08/2025;19:15:00;Digitale meter;Injectie Dag;0,063;kWh;Uitgelezen
25/08/2025;19:15:00;25/08/2025;19:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
25/08/2025;19:15:00;25/08/2025;19:30:00;Digitale meter;Injectie Dag;0,036;kWh;Uitgelezen
25/08/2025;19:30:00;25/08/2025;19:45:00;Digitale meter;Afname Dag;0,018;kWh;Uitgelezen
25/08/2025;19:30:00;25/08/2025;19:45:00;Digitale meter;Injectie Dag;0,005;kWh;Uitgelezen
25/08/2025;19:45:00;25/08/2025;20:00:00;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen
25/08/2025;19:45:00;25/08/2025;20:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;20:00:00;25/08/2025;20:15:00;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen
25/08/2025;20:00:00;25/08/2025;20:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;20:15:00;25/08/2025;20:30:00;Digitale meter;Afname Dag;0,101;kWh;Uitgelezen
25/08/2025;20:15:00;25/08/2025;20:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;20:30:00;25/08/2025;20:45:00;Digitale meter;Afname Dag;0,072;kWh;Uitgelezen
25/08/2025;20:30:00;25/08/2025;20:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;20:45:00;25/08/2025;21:00:00;Digitale meter;Afname Dag;0,082;kWh;Uitgelezen
25/08/2025;20:45:00;25/08/2025;21:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;21:00:00;25/08/2025;21:15:00;Digitale meter;Afname Dag;0,088;kWh;Uitgelezen
25/08/2025;21:00:00;25/08/2025;21:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;21:15:00;25/08/2025;21:30:00;Digitale meter;Afname Dag;0,085;kWh;Uitgelezen
25/08/2025;21:15:00;25/08/2025;21:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;21:30:00;25/08/2025;21:45:00;Digitale meter;Afname Dag;0,115;kWh;Uitgelezen
25/08/2025;21:30:00;25/08/2025;21:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;21:45:00;25/08/2025;22:00:00;Digitale meter;Afname Dag;0,079;kWh;Uitgelezen
25/08/2025;21:45:00;25/08/2025;22:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
25/08/2025;22:00:00;25/08/2025;22:15:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
25/08/2025;22:00:00;25/08/2025;22:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;22:15:00;25/08/2025;22:30:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
25/08/2025;22:15:00;25/08/2025;22:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;22:30:00;25/08/2025;22:45:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
25/08/2025;22:30:00;25/08/2025;22:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;22:45:00;25/08/2025;23:00:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
25/08/2025;22:45:00;25/08/2025;23:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;23:00:00;25/08/2025;23:15:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
25/08/2025;23:00:00;25/08/2025;23:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;23:15:00;25/08/2025;23:30:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
25/08/2025;23:15:00;25/08/2025;23:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;23:30:00;25/08/2025;23:45:00;Digitale meter;Afname Nacht;0,037;kWh;Uitgelezen
25/08/2025;23:30:00;25/08/2025;23:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
25/08/2025;23:45:00;26/08/2025;00:00:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
25/08/2025;23:45:00;26/08/2025;00:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;00:00:00;26/08/2025;00:15:00;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen
26/08/2025;00:00:00;26/08/2025;00:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;00:15:00;26/08/2025;00:30:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
26/08/2025;00:15:00;26/08/2025;00:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;00:30:00;26/08/2025;00:45:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
26/08/2025;00:30:00;26/08/2025;00:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;00:45:00;26/08/2025;01:00:00;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen
26/08/2025;00:45:00;26/08/2025;01:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;01:00:00;26/08/2025;01:15:00;Digitale meter;Afname Nacht;0,018;kWh;Uitgelezen
26/08/2025;01:00:00;26/08/2025;01:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;01:15:00;26/08/2025;01:30:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
26/08/2025;01:15:00;26/08/2025;01:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;01:30:00;26/08/2025;01:45:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
26/08/2025;01:30:00;26/08/2025;01:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;01:45:00;26/08/2025;02:00:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
26/08/2025;01:45:00;26/08/2025;02:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;02:00:00;26/08/2025;02:15:00;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen
26/08/2025;02:00:00;26/08/2025;02:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;02:15:00;26/08/2025;02:30:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
26/08/2025;02:15:00;26/08/2025;02:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;02:30:00;26/08/2025;02:45:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
26/08/2025;02:30:00;26/08/2025;02:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;02:45:00;26/08/2025;03:00:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
26/08/2025;02:45:00;26/08/2025;03:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;03:00:00;26/08/2025;03:15:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
26/08/2025;03:00:00;26/08/2025;03:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;03:15:00;26/08/2025;03:30:00;Digitale meter;Afname Nacht;0,041;kWh;Uitgelezen
26/08/2025;03:15:00;26/08/2025;03:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;03:30:00;26/08/2025;03:45:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
26/08/2025;03:30:00;26/08/2025;03:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;03:45:00;26/08/2025;04:00:00;Digitale meter;Afname Nacht;0,012;kWh;Uitgelezen
26/08/2025;03:45:00;26/08/2025;04:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;04:00:00;26/08/2025;04:15:00;Digitale meter;Afname Nacht;0,037;kWh;Uitgelezen
26/08/2025;04:00:00;26/08/2025;04:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;04:15:00;26/08/2025;04:30:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
26/08/2025;04:15:00;26/08/2025;04:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;04:30:00;26/08/2025;04:45:00;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen
26/08/2025;04:30:00;26/08/2025;04:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;04:45:00;26/08/2025;05:00:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
26/08/2025;04:45:00;26/08/2025;05:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;05:00:00;26/08/2025;05:15:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
26/08/2025;05:00:00;26/08/2025;05:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;05:15:00;26/08/2025;05:30:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
26/08/2025;05:15:00;26/08/2025;05:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;05:30:00;26/08/2025;05:45:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
26/08/2025;05:30:00;26/08/2025;05:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;05:45:00;26/08/2025;06:00:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
26/08/2025;05:45:00;26/08/2025;06:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;06:00:00;26/08/2025;06:15:00;Digitale meter;Afname Nacht;0,03;kWh;Uitgelezen
26/08/2025;06:00:00;26/08/2025;06:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;06:15:00;26/08/2025;06:30:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
26/08/2025;06:15:00;26/08/2025;06:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;06:30:00;26/08/2025;06:45:00;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen
26/08/2025;06:30:00;26/08/2025;06:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;06:45:00;26/08/2025;07:00:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
26/08/2025;06:45:00;26/08/2025;07:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;07:00:00;26/08/2025;07:15:00;Digitale meter;Afname Dag;0,026;kWh;Uitgelezen
26/08/2025;07:00:00;26/08/2025;07:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;07:15:00;26/08/2025;07:30:00;Digitale meter;Afname Dag;0,122;kWh;Uitgelezen
26/08/2025;07:15:00;26/08/2025;07:30:00;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen
26/08/2025;07:30:00;26/08/2025;07:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;07:30:00;26/08/2025;07:45:00;Digitale meter;Injectie Dag;0,01;kWh;Uitgelezen
26/08/2025;07:45:00;26/08/2025;08:00:00;Digitale meter;Afname Dag;0,013;kWh;Uitgelezen
26/08/2025;07:45:00;26/08/2025;08:00:00;Digitale meter;Injectie Dag;0,004;kWh;Uitgelezen
26/08/2025;08:00:00;26/08/2025;08:15:00;Digitale meter;Afname Dag;0,003;kWh;Uitgelezen
26/08/2025;08:00:00;26/08/2025;08:15:00;Digitale meter;Injectie Dag;0,01;kWh;Uitgelezen
26/08/2025;08:15:00;26/08/2025;08:30:00;Digitale meter;Afname Dag;0,003;kWh;Uitgelezen
26/08/2025;08:15:00;26/08/2025;08:30:00;Digitale meter;Injectie Dag;0,007;kWh;Uitgelezen
26/08/2025;08:30:00;26/08/2025;08:45:00;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen
26/08/2025;08:30:00;26/08/2025;08:45:00;Digitale meter;Injectie Dag;0,012;kWh;Uitgelezen
26/08/2025;08:45:00;26/08/2025;09:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;08:45:00;26/08/2025;09:00:00;Digitale meter;Injectie Dag;0,046;kWh;Uitgelezen
26/08/2025;09:00:00;26/08/2025;09:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;09:00:00;26/08/2025;09:15:00;Digitale meter;Injectie Dag;0,037;kWh;Uitgelezen
26/08/2025;09:15:00;26/08/2025;09:30:00;Digitale meter;Afname Dag;0,014;kWh;Uitgelezen
26/08/2025;09:15:00;26/08/2025;09:30:00;Digitale meter;Injectie Dag;0,055;kWh;Uitgelezen
26/08/2025;09:30:00;26/08/2025;09:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;09:30:00;26/08/2025;09:45:00;Digitale meter;Injectie Dag;0,121;kWh;Uitgelezen
26/08/2025;09:45:00;26/08/2025;10:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;09:45:00;26/08/2025;10:00:00;Digitale meter;Injectie Dag;0,108;kWh;Uitgelezen
26/08/2025;10:00:00;26/08/2025;10:15:00;Digitale meter;Afname Dag;0,233;kWh;Uitgelezen
26/08/2025;10:00:00;26/08/2025;10:15:00;Digitale meter;Injectie Dag;0,095;kWh;Uitgelezen
26/08/2025;10:15:00;26/08/2025;10:30:00;Digitale meter;Afname Dag;0,196;kWh;Uitgelezen
26/08/2025;10:15:00;26/08/2025;10:30:00;Digitale meter;Injectie Dag;0,087;kWh;Uitgelezen
26/08/2025;10:30:00;26/08/2025;10:45:00;Digitale meter;Afname Dag;0,276;kWh;Uitgelezen
26/08/2025;10:30:00;26/08/2025;10:45:00;Digitale meter;Injectie Dag;0,069;kWh;Uitgelezen
26/08/2025;10:45:00;26/08/2025;11:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;10:45:00;26/08/2025;11:00:00;Digitale meter;Injectie Dag;0,269;kWh;Uitgelezen
26/08/2025;11:00:00;26/08/2025;11:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;11:00:00;26/08/2025;11:15:00;Digitale meter;Injectie Dag;0,335;kWh;Uitgelezen
26/08/2025;11:15:00;26/08/2025;11:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;11:15:00;26/08/2025;11:30:00;Digitale meter;Injectie Dag;0,256;kWh;Uitgelezen
26/08/2025;11:30:00;26/08/2025;11:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;11:30:00;26/08/2025;11:45:00;Digitale meter;Injectie Dag;0,309;kWh;Uitgelezen
26/08/2025;11:45:00;26/08/2025;12:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;11:45:00;26/08/2025;12:00:00;Digitale meter;Injectie Dag;0,374;kWh;Uitgelezen
26/08/2025;12:00:00;26/08/2025;12:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;12:00:00;26/08/2025;12:15:00;Digitale meter;Injectie Dag;0,389;kWh;Uitgelezen
26/08/2025;12:15:00;26/08/2025;12:30:00;Digitale meter;Afname Dag;0,031;kWh;Uitgelezen
26/08/2025;12:15:00;26/08/2025;12:30:00;Digitale meter;Injectie Dag;0,291;kWh;Uitgelezen
26/08/2025;12:30:00;26/08/2025;12:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;12:30:00;26/08/2025;12:45:00;Digitale meter;Injectie Dag;0,465;kWh;Uitgelezen
26/08/2025;12:45:00;26/08/2025;13:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;12:45:00;26/08/2025;13:00:00;Digitale meter;Injectie Dag;0,318;kWh;Uitgelezen
26/08/2025;13:00:00;26/08/2025;13:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;13:00:00;26/08/2025;13:15:00;Digitale meter;Injectie Dag;0,205;kWh;Uitgelezen
26/08/2025;13:15:00;26/08/2025;13:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;13:15:00;26/08/2025;13:30:00;Digitale meter;Injectie Dag;0,323;kWh;Uitgelezen
26/08/2025;13:30:00;26/08/2025;13:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;13:30:00;26/08/2025;13:45:00;Digitale meter;Injectie Dag;0,25;kWh;Uitgelezen
26/08/2025;13:45:00;26/08/2025;14:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;13:45:00;26/08/2025;14:00:00;Digitale meter;Injectie Dag;0,2;kWh;Uitgelezen
26/08/2025;14:00:00;26/08/2025;14:15:00;Digitale meter;Afname Dag;0,091;kWh;Uitgelezen
26/08/2025;14:00:00;26/08/2025;14:15:00;Digitale meter;Injectie Dag;0,157;kWh;Uitgelezen
26/08/2025;14:15:00;26/08/2025;14:30:00;Digitale meter;Afname Dag;0,012;kWh;Uitgelezen
26/08/2025;14:15:00;26/08/2025;14:30:00;Digitale meter;Injectie Dag;0,053;kWh;Uitgelezen
26/08/2025;14:30:00;26/08/2025;14:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;14:30:00;26/08/2025;14:45:00;Digitale meter;Injectie Dag;0,074;kWh;Uitgelezen
26/08/2025;14:45:00;26/08/2025;15:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;14:45:00;26/08/2025;15:00:00;Digitale meter;Injectie Dag;0,345;kWh;Uitgelezen
26/08/2025;15:00:00;26/08/2025;15:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;15:00:00;26/08/2025;15:15:00;Digitale meter;Injectie Dag;0,432;kWh;Uitgelezen
26/08/2025;15:15:00;26/08/2025;15:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;15:15:00;26/08/2025;15:30:00;Digitale meter;Injectie Dag;0,359;kWh;Uitgelezen
26/08/2025;15:30:00;26/08/2025;15:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;15:30:00;26/08/2025;15:45:00;Digitale meter;Injectie Dag;0,255;kWh;Uitgelezen
26/08/2025;15:45:00;26/08/2025;16:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;15:45:00;26/08/2025;16:00:00;Digitale meter;Injectie Dag;0,234;kWh;Uitgelezen
26/08/2025;16:00:00;26/08/2025;16:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;16:00:00;26/08/2025;16:15:00;Digitale meter;Injectie Dag;0,137;kWh;Uitgelezen
26/08/2025;16:15:00;26/08/2025;16:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;16:15:00;26/08/2025;16:30:00;Digitale meter;Injectie Dag;0,174;kWh;Uitgelezen
26/08/2025;16:30:00;26/08/2025;16:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;16:30:00;26/08/2025;16:45:00;Digitale meter;Injectie Dag;0,155;kWh;Uitgelezen
26/08/2025;16:45:00;26/08/2025;17:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;16:45:00;26/08/2025;17:00:00;Digitale meter;Injectie Dag;0,217;kWh;Uitgelezen
26/08/2025;17:00:00;26/08/2025;17:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;17:00:00;26/08/2025;17:15:00;Digitale meter;Injectie Dag;0,212;kWh;Uitgelezen
26/08/2025;17:15:00;26/08/2025;17:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;17:15:00;26/08/2025;17:30:00;Digitale meter;Injectie Dag;0,179;kWh;Uitgelezen
26/08/2025;17:30:00;26/08/2025;17:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;17:30:00;26/08/2025;17:45:00;Digitale meter;Injectie Dag;0,264;kWh;Uitgelezen
26/08/2025;17:45:00;26/08/2025;18:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;17:45:00;26/08/2025;18:00:00;Digitale meter;Injectie Dag;0,209;kWh;Uitgelezen
26/08/2025;18:00:00;26/08/2025;18:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;18:00:00;26/08/2025;18:15:00;Digitale meter;Injectie Dag;0,11;kWh;Uitgelezen
26/08/2025;18:15:00;26/08/2025;18:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;18:15:00;26/08/2025;18:30:00;Digitale meter;Injectie Dag;0,248;kWh;Uitgelezen
26/08/2025;18:30:00;26/08/2025;18:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
26/08/2025;18:30:00;26/08/2025;18:45:00;Digitale meter;Injectie Dag;0,234;kWh;Uitgelezen
26/08/2025;18:45:00;26/08/2025;19:00:00;Digitale meter;Afname Dag;0,014;kWh;Uitgelezen
26/08/2025;18:45:00;26/08/2025;19:00:00;Digitale meter;Injectie Dag;0,053;kWh;Uitgelezen
26/08/2025;19:00:00;26/08/2025;19:15:00;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen
26/08/2025;19:00:00;26/08/2025;19:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;19:15:00;26/08/2025;19:30:00;Digitale meter;Afname Dag;0,029;kWh;Uitgelezen
